724313,184,685,724781,184,626,10,4
726013,471,543,726581,460,592,17,7
727947,183,487,728147,170,520,10,8
729714,212,761,730147,177,692,11,2
731513,343,765,731614,359,304,14,2
733180,-97,815,733647,-81,778,4,1
735113,554,672,735214,320,373,19,4
736746,52,577,737014,39,548,7,6
738313,262,472,738680,262,487,12,8
739880,58,793,740347,35,755,7,1
741645,231,437,741914,196,387,11,9
744013,297,850,744614,316,853,13,0
745746,402,633,746114,391,523,15,5
747480,257,818,747880,282,753,12,1
749146,125,481,749413,122,494,9,8
750913,47,871,751347,49,855,7,0
752613,-214,579,752947,-222,565,1,6
754379,-224,424,0,0,0,1,9
756246,177,731,756546,147,708,10,3
757913,342,492,758080,303,479,14,8
