608349,211,811,608918,224,796,11,1
610017,306,581,610485,312,571,13,6
611784,261,882,612218,250,845,12,0
613583,-157,611,613984,-141,573,2,5
615717,-140,527,0,0,0,3,7
618584,474,815,618851,487,770,17,1
620217,86,672,620617,75,654,8,4
621850,144,613,622318,122,612,9,5
623683,-110,676,0,0,0,3,4
625449,-253,795,625882,-217,754,0,1
627183,-36,477,0,0,0,5,8
628883,37,732,629151,20,715,7,3
630516,436,442,630717,419,485,16,9
632183,17,726,632617,6,737,6,3
633882,232,615,634317,216,635,11,5
635583,103,714,635983,97,739,8,3
637650,-263,781,0,0,0,0,2
639583,490,487,639983,462,514,17,8
641283,476,540,641650,471,519,17,7
643016,-35,678,643517,-42,668,5,4
