272427,-175,637,273227,-149,605,2,5
274294,-116,822,275194,12,772,3,1
276461,396,485,277228,401,513,15,8
278327,-153,713,0,0,0,2,3
280893,523,631,282994,41,775,18,5
284428,444,434,285094,438,419,16,9
286360,-28,804,286961,-125,763,5,1
288359,386,682,288828,409,694,15,4
290127,36,668,290761,62,640,7,4
291960,-9,673,292528,-53,644,6,4
293827,423,634,294328,405,622,16,5
295493,391,539,296094,411,486,15,7
297326,563,682,297594,489,484,19,4
299193,125,639,299528,18,699,9,5
300826,221,872,301194,402,686,11,0
302760,479,630,303194,481,483,17,5
304726,-73,849,305361,-31,683,4,0
306526,260,441,307227,239,450,12,9
308826,-49,635,309094,-5,626,5,5
310193,140,432,310827,154,460,9,9
