1508074,521,879,0,0,0,18,0
1531607,222,491,1532639,231,506,11,8
1534373,140,776,1535474,141,787,9,2
1536740,390,544,1537574,401,560,15,7
1539173,-247,792,1540573,-257,820,0,1
1541340,-154,413,1542440,-184,466,2,9
1543173,-96,465,1544140,-109,484,4,8
1545273,50,788,1546073,39,789,7,2
1547740,599,686,1548373,578,713,20,4
1549273,430,440,1550373,405,413,16,9
1551073,132,617,1552140,120,623,9,5
1553073,-224,426,1553773,-214,422,1,9
1554340,-30,462,1555506,-36,487,5,8
1557272,477,786,1558306,472,795,17,2
1558906,606,640,1560073,572,655,20,5
1560806,3,445,1562006,41,506,6,9
1565906,-87,880,1567240,-101,874,4,0
1568039,50,640,1569005,40,634,7,5
1569673,135,489,1570739,121,472,9,8
1571505,213,536,1572440,211,556,11,7
1573072,516,637,1574140,515,659,18,5
1579638,140,818,1581339,-23,487,9,1
1583405,472,633,1584372,450,649,17,5
1586438,-5,686,1587205,-19,690,6,4
1588238,-40,624,1589371,-82,599,5,5
1590805,340,592,1591972,324,545,14,6
1592805,125,732,1594506,189,231,9,3
1595872,254,633,1596938,218,620,12,5
1598305,555,584,1598906,558,564,19,6
1601271,215,444,1602105,214,455,11,9
1603005,-46,437,1604072,-47,442,5,9
