859094,604,589,859994,587,581,20,6
860961,436,487,861795,414,479,16,8
868194,606,829,869095,579,774,20,1
870327,265,580,871294,267,576,12,6
872294,102,852,873527,89,878,8,0
874894,-196,808,876561,-211,816,1,1
877160,94,485,878060,79,459,8,8
880327,217,638,881728,217,644,11,5
882294,471,545,883360,476,532,17,7
885127,4,594,885961,3,570,6,6
886660,-129,581,887794,-125,586,3,6
888627,305,835,889361,282,775,13,1
891094,555,784,892093,566,782,19,2
893926,5,836,894427,6,838,6,1
895493,-204,434,896560,-216,434,1,9
897327,-84,531,898360,-63,549,4,7
899593,134,883,900394,127,847,9,0
901259,-44,727,902126,-60,668,5,3
902793,92,545,903793,91,543,8,7
904526,177,735,905426,181,740,10,3
907426,-85,441,908326,-78,444,4,9
909859,384,543,910726,377,530,15,7
914992,388,735,915593,393,742,15,3
916526,343,785,917359,288,668,14,2
918459,-81,719,919493,-73,733,4,3
920626,256,492,921192,268,509,12,8
923025,-160,676,0,0,0,2,4
924092,-161,822,925859,-151,827,2,1
929492,563,732,930526,549,719,19,3
933092,0,877,933826,13,889,6,0
