1291148,226,531,1292048,255,553,11,7
1293047,515,639,1293981,498,635,18,5
1294814,-80,717,1295747,-85,720,4,3
1296547,180,594,1297381,204,583,10,6
1298781,395,884,1299681,387,875,15,0
1300914,-159,734,1301914,-183,723,2,3
1303647,480,739,1304314,426,712,17,3
1305414,-3,727,1306314,-18,722,6,3
1307080,-204,582,1308047,-205,573,1,6
1309447,514,579,1310080,497,558,18,6
1312547,-40,543,1313380,-42,516,5,7
1314347,434,543,1315014,426,537,16,7
1316513,87,787,1317247,80,792,8,2
1318013,77,726,1318980,76,733,8,3
1349512,589,871,0,0,0,20,0
1354112,-225,480,1355412,-225,484,1,8
1357046,507,682,1357846,475,647,18,4
1359279,94,881,1360213,88,873,8,0
1360979,342,883,1361979,316,827,14,0
1363512,-207,664,1365045,-243,667,1,4
1367512,-24,434,1368479,-41,438,5,9
1369778,294,686,1370545,297,695,13,4
1371512,390,723,1372412,365,715,15,3
1373878,-86,785,1374745,-88,765,4,2
1375478,54,417,1376445,43,449,7,9
1377178,85,527,1378112,84,547,8,7
1378745,-52,468,1379645,-56,460,5,8
1380478,351,433,1381345,331,427,14,9
1382178,607,545,1382812,585,512,20,7
1383612,609,687,1384545,588,688,20,4
