1428009,137,537,1428944,151,546,9,7
1430210,477,639,1430877,486,645,17,5
1432310,79,484,1433277,100,490,8,8
1434576,36,491,1435143,51,494,7,8
1436043,223,444,1437043,247,440,11,9
1438309,557,787,1439044,548,777,19,2
1440476,604,491,1441242,593,489,20,8
1442776,349,540,1443509,331,546,14,7
1446276,558,884,1447044,536,845,19,0
1448576,560,739,1449343,524,711,19,3
1451609,259,877,1452543,231,838,12,0
1453442,430,733,1454243,414,697,16,3
1457509,2,575,1458376,-20,538,6,6
1459209,133,457,1460143,126,466,9,8
1461142,-181,523,1462010,-186,524,2,7
1465242,3,834,1466376,-3,839,6,1
1466842,0,704,1467943,-7,725,6,3
1468542,-108,508,1469710,-118,522,3,7
1470809,174,784,1471676,160,790,10,2
1472542,-221,659,1473742,-235,679,1,4
1476742,-262,731,1480142,387,834,0,3
1483942,389,825,1485676,356,810,15,1
1486775,599,536,1488408,594,536,20,7
1489808,1,786,1491442,3,783,6,2
1492875,44,833,1493908,32,827,7,1
1494775,226,787,1495808,192,742,11,2
1499541,-87,830,1500809,-84,822,4,1
1501075,48,739,1501076,-94,815,7,3
1503708,67,660,1507408,40,686,7,4
