575203,209,831,576404,227,827,11,1
578103,299,640,579269,311,651,13,5
580403,-50,822,581736,-50,837,5,1
582903,306,780,584069,292,796,13,2
585203,379,541,586203,390,519,15,7
589536,-244,588,590936,-251,583,0,6
592236,433,641,593269,429,590,16,5
597969,-224,486,600269,-200,497,1,8
601402,218,494,602970,191,489,11,8
603835,-54,575,605603,-50,580,5,6
608202,509,542,609136,501,533,18,7
610535,-167,825,612036,-175,814,2,1
613402,216,785,614536,211,779,11,2
615768,556,446,616869,520,409,19,9
618102,-40,432,619168,-50,428,5,9
620601,472,497,621468,453,497,17,8
623335,-113,514,624367,-128,538,3,7
626201,255,687,626702,252,702,12,4
627601,43,584,628769,54,602,7,6
629468,6,675,630668,4,686,6,4
631468,-86,567,632701,-80,585,4,6
633768,-88,735,634969,-94,729,4,3
636034,-220,762,637302,-218,771,1,2
638168,-218,533,639301,-219,522,1,7
640867,260,546,641535,267,530,12,7
643801,599,783,644535,525,719,20,2
646034,385,688,646668,385,701,15,4
647934,-266,424,649067,-258,441,0,9
650234,262,498,651200,264,506,12,8
652467,-204,433,653535,-220,445,1,9
