4611565,-65,432,4612299,-59,425,4,9
4613198,83,633,4613699,94,615,8,5
4615298,516,770,4615733,527,776,18,2
4616798,89,817,4617265,87,794,8,1
4618432,174,829,4618799,173,807,10,1
4619998,-37,481,4620566,-21,474,5,8
4621798,600,542,4622432,626,524,20,7
4623731,-75,526,4624332,-61,513,4,7
4625298,212,727,4625898,218,720,11,3
4626931,0,773,4627566,13,752,6,2
4628998,520,632,4629399,549,634,18,5
4630631,302,428,4631299,336,434,13,9
4632798,-205,751,4633599,-208,748,1,2
4634431,-107,468,4635198,-100,454,3,8
4635964,303,621,4636631,320,638,13,5
4637498,-180,560,4638031,-156,555,2,6
4638997,-82,699,4639465,-80,711,4,3
4642464,12,428,4642998,22,428,6,9
4643864,266,571,4644764,301,518,12,6
4645431,471,674,4645930,497,648,17,4
