4548200,87,676,4549267,92,677,8,4
4553300,479,827,4554467,478,828,17,1
4555267,169,580,4556267,187,583,10,6
4557167,254,772,4558167,268,781,12,2
4559033,-167,765,4560000,-228,747,2,2
4560766,59,468,4561666,63,462,7,8
4562667,590,772,4563433,605,772,20,2
4564400,512,585,4565233,541,560,18,6
4566366,202,821,4567366,211,781,11,1
4568233,-117,702,4569233,-159,706,3,3
4572999,514,819,4573899,530,799,18,1
4575166,-217,748,4576166,-237,743,1,2
4576931,-241,617,4577967,-244,614,0,5
4578833,355,577,4579833,365,561,14,6
4580566,0,432,4581399,8,420,6,9
4582133,294,589,4582932,323,592,13,6
4583766,91,736,4584566,96,696,8,3
4585399,221,715,4586266,228,736,11,3
4586966,-165,502,4587832,-161,522,2,7
4588666,344,811,4589466,347,829,14,1
