234332,126,536,235866,133,553,9,7
236999,-84,720,238199,-85,738,4,3
239232,300,718,240532,314,742,13,3
241599,302,492,243065,316,492,13,8
244465,432,493,245599,436,501,16,8
246898,379,679,248364,382,696,15,4
249932,-163,760,251465,-174,786,2,2
252665,-263,679,254098,-262,688,0,4
255198,132,586,256499,136,605,9,6
257632,46,584,258998,52,609,7,6
260498,432,437,262198,438,462,16,9
263398,-163,584,264698,-164,593,2,6
265665,317,427,266865,316,467,13,9
268164,132,495,269432,140,512,9,8
270698,259,532,271798,275,561,12,7
273065,217,428,274298,216,465,11,9
275698,342,628,276864,343,648,14,5
278464,467,682,279731,469,696,17,4
281464,386,579,282764,407,602,15,6
284430,422,681,285764,427,703,16,4
