673552,607,449,0,0,0,20,9
675885,355,803,676952,356,832,14,1
678185,176,853,679252,192,854,10,0
680685,98,424,681553,97,469,8,9
683152,312,858,684385,305,837,13,0
685885,571,679,686585,540,672,19,4
688218,566,728,688985,511,705,19,3
690185,-11,762,691218,21,755,6,2
692252,-71,514,693518,-141,524,4,7
694518,140,519,695450,158,546,9,7
696652,527,633,697585,493,654,18,5
699151,561,824,699918,561,819,19,1
701551,60,424,702651,58,467,7,9
703784,-31,533,705052,-108,530,5,7
706018,398,470,707085,410,505,15,8
708184,109,565,709151,119,606,8,6
710251,174,722,711184,190,739,10,3
712251,352,713,713384,363,752,14,3
714418,63,707,715484,83,735,7,3
716617,-32,863,717918,-4,849,5,0
