159235,382,735,159702,377,744,15,3
161134,-213,584,162068,-205,595,1,6
163635,602,635,164334,585,617,20,5
165601,392,533,166301,388,557,15,7
167433,-162,573,168401,-164,596,2,6
172968,606,496,174201,569,496,20,8
175434,348,528,176301,318,554,14,7
177434,1,775,178501,14,797,6,2
179801,620,432,0,0,0,20,9
181634,-46,467,182568,-32,509,5,8
183601,437,679,184634,444,687,16,4
185867,-263,587,186967,-247,598,0,6
187834,388,678,189000,401,700,15,4
190100,562,439,191200,553,461,19,9
192367,305,633,193367,312,654,13,5
194500,345,635,195600,351,663,14,5
196800,-89,684,197933,-71,694,4,4
198933,-78,610,200133,-74,647,4,5
201233,515,534,202099,537,560,18,7
203433,565,533,204534,565,561,19,7
