1040841,479,863,0,0,0,17,0
1130672,303,763,1131572,302,761,13,2
1134805,-202,430,1135639,-167,444,1,9
1137172,49,857,0,0,0,7,0
1139538,226,428,1140206,219,424,11,9
1141371,-162,589,1142105,-157,571,2,6
1143438,517,785,1144005,500,734,18,2
1145138,128,725,1146005,131,716,9,3
1147038,-215,666,1147805,-210,670,1,4
1148970,1,565,1149372,17,591,6,6
1150871,351,677,1151472,325,654,14,4
1153038,474,780,1154304,484,793,17,2
1155538,343,860,0,0,0,14,0
1157438,296,733,1157938,300,726,13,3
1159171,-85,671,1160004,-67,675,4,4
1161404,514,873,1162104,469,822,18,0
1163571,-192,473,1164271,-180,481,1,8
1165370,276,515,1165871,269,530,12,7
1167137,295,674,1167838,299,668,13,4
1168870,53,529,1169571,51,529,7,7
1170637,340,588,1171337,353,587,14,6
