798715,604,497,0,0,0,20,8
800215,231,511,800416,211,512,11,7
801815,557,719,801849,567,696,19,3
803248,-38,803,803482,-23,780,5,1
805015,477,627,805116,486,621,17,5
806515,-2,455,806682,-21,464,6,8
808215,-182,726,808382,-168,731,2,3
809748,213,853,809782,274,759,11,0
811582,251,783,811583,231,815,12,2
813015,147,515,813115,133,585,9,7
814615,45,574,814782,58,583,7,6
816248,1,805,816549,15,830,6,1
818148,-53,531,819682,64,539,5,7
820648,508,782,820715,514,766,18,2
822248,-248,746,822649,-239,743,0,2
824115,562,472,824249,520,472,19,8
825614,-1,684,825782,-11,681,6,4
827348,381,685,827415,390,709,15,4
828881,-249,678,829148,-203,665,0,4
830547,-107,650,830782,-114,675,3,4
