73057,392,449,73790,379,480,15,9
74824,-166,437,75624,-177,458,2,9
76724,430,687,77257,391,670,16,4
78257,92,719,79057,89,733,8,3
80057,-129,866,80990,-107,842,3,0
81856,87,785,82757,69,766,8,2
83757,471,629,84290,472,618,17,5
85357,169,816,86123,182,833,10,1
87123,386,721,87957,389,703,15,3
88857,426,726,89657,425,719,16,3
90523,390,583,91323,369,564,15,6
92190,-125,609,92990,-152,635,3,5
94423,333,580,95123,310,559,14,6
97956,604,629,99156,540,632,20,5
100423,96,528,101389,89,527,8,7
103590,515,823,104756,507,822,18,1
105923,421,773,107290,428,791,16,2
108289,43,832,109256,82,786,7,1
110156,553,542,111323,547,562,19,7
112156,215,668,113323,220,688,11,4
114356,39,678,115456,40,667,7,4
116356,-267,528,117422,-241,544,0,7
118322,-241,867,0,0,0,0,0
120922,561,825,122088,564,855,19,1
123122,-212,667,124156,-189,676,1,4
125022,388,531,126055,394,536,15,7
126855,175,744,128022,181,758,10,2
129022,-213,811,130189,-228,790,1,1
131289,550,773,131989,516,745,19,2
132955,3,717,133889,11,731,6,3
