229879,127,775,230613,146,777,9,2
231745,91,869,232645,88,848,8,0
233845,477,592,234479,461,578,17,6
235579,-175,679,236378,-198,675,2,4
237312,383,442,238045,352,424,15,9
239112,-68,470,239812,-80,471,4,8
240778,560,491,241578,535,520,19,8
242578,381,736,243279,362,688,15,3
244345,548,819,245145,476,775,19,1
246245,-83,663,247077,-100,675,4,4
247978,226,624,248845,215,639,11,5
250311,-260,747,251378,-239,736,0,2
252245,103,601,253178,78,618,8,5
254145,82,724,254911,99,709,8,3
256244,424,831,256978,405,854,16,1
257911,429,679,258845,428,678,16,4
259778,-103,777,260811,-134,769,3,2
262844,512,862,263745,493,846,18,0
264811,316,657,265877,270,650,13,4
266878,-254,448,267844,-227,491,0,9
268943,433,738,269877,409,749,16,3
270910,128,720,271778,108,727,9,3
272844,427,533,273711,379,522,16,7
274677,431,443,275744,418,436,16,9
276811,520,683,278244,447,633,18,4
279211,39,681,280211,25,692,7,4
281044,39,817,282244,19,813,7,1
283577,567,546,284377,516,532,19,7
285777,-189,807,286910,-229,815,1,1
287910,423,629,289144,435,600,16,5
