157154,433,784,158088,422,792,16,2
159388,-33,439,160388,-52,469,5,9
161188,478,582,162021,455,563,17,6
162955,553,636,163755,522,610,19,5
164754,545,820,165554,506,782,19,1
166554,520,634,167421,477,597,18,5
168421,-156,430,169287,-151,462,2,9
170620,-215,712,171022,-223,704,1,3
172587,359,559,173921,351,569,14,6
175054,389,675,176121,385,678,15,4
177187,-153,709,178687,-216,748,2,3
179687,-160,516,181054,-183,544,2,7
182020,425,631,183087,439,616,16,5
184220,-205,487,186020,-193,527,1,8
187020,-242,622,188620,-272,609,0,5
189520,-209,425,0,0,0,1,9
195686,-230,863,0,0,0,0,0
198753,603,533,199687,545,540,20,7
202453,420,866,203453,419,861,16,0
204486,22,771,205553,23,783,6,2
206520,305,627,207486,315,599,13,5
208620,-158,617,209753,-164,614,2,5
210686,378,733,211453,347,692,15,3
212553,210,868,213519,220,865,11,0
214586,132,577,215486,107,565,9,6
216419,259,537,217553,240,533,12,7
218519,596,678,219653,441,636,20,4
221186,-156,855,0,0,0,2,0
223652,598,780,224653,521,793,20,2
225652,-104,429,227719,-125,454,3,9
