259885,122,489,260452,142,498,9,8
261785,-3,585,262419,-2,592,6,6
263618,215,737,264351,227,748,11,3
265451,-206,431,266385,-220,455,1,9
267218,221,661,268051,222,696,11,4
269017,-83,702,269918,-84,746,4,3
270918,-224,578,271518,-223,576,1,6
272551,391,439,273284,401,474,15,9
274284,5,437,275051,12,468,6,9
275884,224,466,276851,224,506,11,8
277851,552,775,278651,539,755,19,2
279751,360,476,280651,344,487,14,8
283584,513,827,284484,483,800,18,1
285717,99,601,286484,87,645,8,5
287450,527,495,288117,530,503,18,8
289351,607,446,289751,616,457,20,9
290750,516,440,291051,516,449,18,9
292384,211,816,293084,192,819,11,1
294550,-204,863,296317,-228,833,1,0
297084,181,485,297618,189,491,10,8
298684,350,546,299284,349,552,14,7
300850,-76,822,301684,-90,836,4,1
302883,-25,673,303584,-54,659,5,4
304750,-169,776,305617,-183,757,2,2
307083,148,430,307751,144,453,9,9
309317,382,820,310017,391,830,15,1
311250,-148,558,312217,-183,553,2,6
313250,603,641,314050,595,653,20,5
315150,594,728,315184,608,752,20,3
316983,-210,640,317783,-229,637,1,5
